@relation SourceStateVector

@attribute ANONYMOUS_CLASSDECLARATION numeric
@attribute ARRAY_ACCESS numeric
@attribute ARRAY_CREATION  numeric
@attribute ARRAY_INITIALIZER   numeric
@attribute ARRAY_TYPE numeric
@attribute ASSERT_STATEMENT numeric
@attribute ASSIGNMENT numeric
@attribute BLOCK numeric
@attribute BOOLEAN_LITERAL numeric
@attribute REAK_STATEMENT numeric

@attribute CAST_EXPRESSION numeric
@attribute CATCH_CLAUSE  numeric
@attribute CHARACTER_LITERAL numeric
@attribute CLASS_INSTANCE_CREATION numeric
@attribute COMPILATION_UNIT  numeric
@attribute CONDITIONAL_EXPRESSION numeric
@attribute CONSTRUCTOR_INVOCATION  numeric
@attribute CONTINUE_STATEMENT numeric
@attribute DO_STATEMENT numeric
@attribute EMPTY_STATEMENT  numeric

@attribute EXPRESSION_STATEMENT numeric
@attribute FIELD_ACCESS numeric
@attribute FIELD_DECLARATION numeric
@attribute FOR_STATEMENT  numeric
@attribute IF_STATEMENT numeric
@attribute IMPORT_DECLARATION numeric
@attribute INFIX_EXPRESSION numeric
@attribute INITIALIZER numeric
@attribute JAVADOC numeric
@attribute LABELED_STATEMENT numeric

@attribute METHOD_DECLARATION numeric
@attribute METHOD_INVOCATION numeric
@attribute NULL_LITERAL numeric
@attribute NUMBER_LITERAL numeric
@attribute PACKAGE_DECLARATION numeric
@attribute PARENTHESIZED_EXPRESSION numeric
@attribute POSTFIX_EXPRESSION numeric
@attribute PREFIX_EXPRESSION numeric
@attribute PRIMITIVE_TYPE numeric
@attribute QUALIFIED_NAME numeric

@attribute RETURN_STATEMENT numeric
@attribute SIMPLE_NAME numeric
@attribute SIMPLE_TYPE numeric
@attribute SINGLE_VARIABLE_DECLARATION numeric
@attribute STRING_LITERAL numeric
@attribute SUPER_CONSTRUCTOR_INVOCATION numeric
@attribute SUPER_FIELD_ACCESS numeric

@attribute SUPER_METHOD_INVOCATION numeric
@attribute SWITCH_CASE numeric
@attribute SWITCH_STATEMENT numeric

@attribute SYNCHRONIZED_STATEMENT numeric
@attribute THIS_EXPRESSION numeric
@attribute THROW_STATEMENT numeric
@attribute TRY_STATEMENT numeric
@attribute TYPE_DECLARATION  numeric
@attribute TYPE_DECLARATION_STATEMENT numeric
@attribute TYPE_LITERAL numeric
@attribute VARIABLE_DECLARATION_EXPRESSION numeric
@attribute VARIABLE_DECLARATION_FRAGMENT numeric
@attribute VARIABLE_DECLARATION_STATEMENT numeric

@attribute WHILE_STATEMENT numeric
@attribute INSTANCEOF_EXPRESSION numeric
@attribute LINE_COMMENT numeric
@attribute BLOCK_COMMENT numeric
@attribute TAG_ELEMENT numeric
@attribute TEXT_ELEMENT numeric
@attribute MEMBER_REF numeric
@attribute METHOD_REF numeric
@attribute METHOD_REF_PARAMETER numeric
@attribute ENHANCED_FOR_STATEMENT numeric

@attribute ENUM_DECLARATION numeric
@attribute ENUM_CONSTANT_DECLARATION numeric
@attribute TYPE_PARAMETER numeric
@attribute PARAMETERIZED_TYPE numeric
@attribute QUALIFIED_TYPE numeric
@attribute WILDCARD_TYPE numeric
@attribute NORMAL_ANNOTATION numeric
@attribute MARKER_ANNOTATION numeric
@attribute SINGLE_MEMBER_ANNOTATION numeric
@attribute MEMBER_VALUE_PAIR numeric

@attribute ANNOTATION_TYPE_DECLARATION numeric
@attribute ANNOTATION_TYPE_MEMBER_DECLARATION numeric
@attribute MODIFIER numeric
@attribute UNION_TYPE numeric

@attribute GENERATED {TRUE,FALSE}

@data
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,1,2,22,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,0,0,0,0,0,2,7,2,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,7,0,7,2,0,0,1,1,0,0,6,4,3,43,9,7,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,5,3,0,0,1,0,0,0,3,11,2,48,9,8,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,1,8,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,7,0,7,4,0,0,1,1,0,0,6,4,3,43,9,7,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,5,3,0,0,1,0,0,0,3,11,2,48,9,8,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,5,3,0,0,1,0,0,0,3,11,2,48,9,8,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,5,3,0,0,1,0,0,0,3,11,2,48,9,8,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,5,0,5,0,0,0,1,0,0,0,3,4,2,30,6,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,6,0,6,0,0,0,1,0,0,0,3,4,3,33,7,4,2,2,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,TRUE
0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,5,0,5,0,0,0,1,0,0,0,3,4,2,31,6,4,1,2,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,TRUE
0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,6,0,6,1,0,0,1,0,0,0,3,4,3,34,7,4,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,TRUE
0,10,0,0,6,0,20,17,3,1,0,0,8,1,1,0,0,10,0,0,29,4,5,4,7,0,22,0,10,0,5,20,0,16,1,1,4,1,9,15,3,173,16,5,26,3,0,1,10,1,0,0,0,0,1,0,0,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,30,12,0,17,0,94,80,11,5,1,4,33,9,1,0,5,0,0,0,112,0,17,1,31,0,94,0,4,0,31,44,5,111,1,19,7,17,91,52,35,620,27,43,3,0,0,0,26,2,0,0,5,4,1,0,0,0,31,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,TRUE
0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,6,0,6,1,0,0,1,0,0,0,6,4,3,37,6,6,1,2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,TRUE
0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,5,0,5,3,0,1,1,0,0,0,3,4,2,40,8,6,1,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,6,0,6,1,0,0,1,0,0,0,3,4,3,40,9,6,1,2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,TRUE
0,0,0,0,0,0,5,10,7,0,1,0,0,1,1,2,0,0,0,0,9,12,2,0,9,5,14,0,8,0,9,17,5,4,1,4,0,2,11,30,11,140,18,6,0,1,0,2,0,0,0,14,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,13,0,TRUE
0,0,0,0,0,0,4,11,8,0,1,0,0,1,1,2,0,0,0,0,7,10,2,0,8,5,11,0,8,0,10,11,4,4,1,3,0,2,11,32,12,134,18,6,0,1,0,2,0,0,0,12,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,14,0,TRUE
0,0,0,0,0,0,2,9,6,0,1,0,0,1,1,1,0,0,0,0,8,7,1,0,11,4,12,0,6,0,8,24,8,2,1,2,0,2,7,26,10,128,16,5,1,1,0,2,0,0,0,9,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,11,0,TRUE
0,0,0,0,8,0,0,13,0,0,1,2,0,8,1,0,0,0,0,0,4,1,0,0,4,33,4,0,0,0,3,13,0,0,1,0,0,0,1,132,5,276,40,7,3,0,0,0,0,0,0,0,2,2,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,28,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,3,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,2,0,0,1,1,0,0,0,4,2,2,26,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,TRUE
0,10,0,0,6,0,20,18,3,1,0,0,8,1,1,0,0,10,0,0,29,4,5,4,7,0,22,0,10,0,5,20,0,16,1,1,4,1,9,11,3,169,16,5,26,3,0,1,10,1,0,0,0,0,1,0,0,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,7,2,28,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,7,2,28,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,7,2,28,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,7,2,28,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,10,0,0,6,0,20,17,3,1,0,0,8,1,1,0,0,10,0,0,29,4,5,4,7,0,22,0,10,0,5,20,0,16,1,1,4,1,9,11,3,169,16,5,26,3,0,1,10,1,0,0,0,0,1,0,0,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,27,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,6,0,1,1,1,0,10,0,3,2,1,0,1,0,0,0,4,6,3,40,8,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,TRUE
0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,6,0,1,1,1,0,10,0,3,2,1,0,1,0,0,0,4,7,3,41,8,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,TRUE
0,27,2,5,10,0,113,200,2,63,0,16,2,3,1,3,1,2,5,0,152,0,16,3,124,0,233,0,0,4,31,188,16,661,1,82,19,18,98,52,158,892,36,64,32,0,0,0,140,16,0,0,3,16,1,0,0,0,36,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,0,TRUE
0,34,2,18,22,0,126,96,7,65,1,13,2,3,1,3,1,2,5,0,163,0,29,3,121,1,229,0,11,1,29,180,13,686,1,99,15,24,118,52,157,949,33,64,38,0,0,0,141,15,0,0,3,13,1,0,0,0,53,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,TRUE
0,44,2,8,12,0,148,106,4,102,3,13,2,3,1,3,1,4,14,0,206,0,19,6,133,0,264,0,12,1,31,134,22,613,1,71,20,59,131,43,57,947,33,59,22,0,0,0,109,21,0,0,3,13,1,0,0,0,67,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,TRUE
0,30,2,14,19,0,96,84,6,66,1,12,2,3,1,3,1,2,5,0,143,0,25,3,118,2,242,0,0,4,29,188,44,769,1,102,13,15,111,52,151,884,32,62,13,0,0,0,212,14,0,0,3,12,1,0,0,0,48,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,TRUE
0,22,2,8,12,0,117,93,2,56,0,16,2,4,1,3,1,3,4,0,146,0,26,4,95,1,209,0,12,1,31,220,16,719,0,94,8,73,101,46,185,940,42,60,50,0,0,0,153,19,0,0,3,16,1,0,0,0,48,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,TRUE
0,50,9,2,23,0,249,124,49,45,1,5,0,112,1,20,1,1,1,11,317,2,25,22,52,2,83,1,16,12,46,222,132,237,1,31,26,46,78,102,37,1774,306,26,32,0,0,0,67,21,0,0,33,5,5,0,0,22,190,142,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,159,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,1,2,22,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,51,6,2,16,0,175,139,61,72,1,4,0,87,1,38,1,0,0,25,295,11,16,12,65,19,79,1,16,8,47,251,33,229,1,49,15,64,52,215,50,1721,236,32,40,0,0,0,134,36,0,6,41,4,2,0,0,12,90,59,8,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,149,0,TRUE
0,43,8,1,20,0,148,166,53,38,2,2,0,35,1,16,1,0,1,8,209,2,44,23,61,11,102,1,1,6,40,150,30,145,1,38,27,41,93,97,33,1123,99,21,21,2,0,0,57,15,5,7,8,2,4,0,0,23,89,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,95,0,TRUE
0,43,8,1,20,0,148,166,53,38,2,2,0,35,1,16,1,0,1,8,209,2,44,23,61,11,102,1,1,6,40,150,30,145,1,38,27,41,93,98,33,1124,99,21,21,2,0,0,57,15,5,7,8,2,4,0,0,23,89,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,95,0,TRUE
0,55,6,2,16,0,221,120,66,92,0,2,0,108,1,40,1,0,0,25,336,2,12,11,60,2,68,1,16,15,40,263,9,235,1,49,13,70,39,51,54,1623,232,14,27,0,0,0,231,40,0,0,40,2,1,0,0,11,88,49,15,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,85,0,TRUE
0,98,2,67,71,0,88,65,7,55,1,8,2,4,1,3,1,2,5,0,129,0,82,3,74,6,289,0,12,1,27,108,19,800,1,192,11,52,161,46,135,955,32,54,30,0,0,0,150,14,0,0,3,8,1,0,0,0,106,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,TRUE
0,19,2,6,10,0,128,126,2,60,0,22,2,3,1,3,1,2,5,0,157,0,17,3,110,3,202,0,11,1,36,216,12,680,1,99,10,35,117,61,199,981,42,81,43,0,0,0,152,22,0,0,3,22,1,0,0,0,38,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,TRUE
0,47,2,8,16,0,149,109,4,112,4,11,2,2,1,3,1,1,14,0,214,0,19,6,146,8,283,0,0,13,35,137,22,643,1,75,21,59,151,46,53,1012,30,65,21,0,0,0,114,22,0,0,2,11,1,0,0,0,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,TRUE
0,43,2,9,17,0,123,161,4,46,4,14,2,3,1,3,1,2,14,0,136,0,20,7,69,0,193,0,0,13,37,97,13,378,1,72,14,44,159,46,65,855,34,73,23,0,0,0,71,24,0,0,3,14,1,0,0,0,79,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,TRUE
0,44,8,1,20,0,201,187,158,35,2,5,0,74,1,16,1,0,1,4,275,2,25,23,144,1,74,1,0,3,77,247,13,236,0,24,27,39,112,83,146,1399,200,32,28,0,0,0,54,16,0,0,30,5,3,0,0,23,122,55,7,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,265,0,TRUE
0,47,2,8,16,0,149,109,4,112,4,11,2,2,1,3,1,1,14,0,214,0,19,6,146,9,283,0,0,13,35,137,22,643,1,75,21,59,151,60,53,1027,30,65,21,0,0,0,114,22,0,0,2,11,1,0,0,0,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,TRUE
0,0,0,0,0,0,2,9,0,0,1,0,8,1,1,1,1,10,0,0,11,0,5,1,1,0,10,0,8,0,6,22,0,10,1,4,1,0,20,1,3,111,11,16,20,1,0,1,10,1,0,0,0,0,1,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,TRUE
0,47,2,8,16,0,149,109,4,112,4,11,2,2,1,3,1,1,14,0,214,0,19,6,146,8,283,0,0,13,35,137,22,643,1,75,21,59,151,56,53,1022,30,65,21,0,0,0,114,22,0,0,2,11,1,0,0,0,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,TRUE
0,26,2,8,12,0,113,84,3,76,1,12,2,4,1,3,1,2,5,0,168,0,24,3,124,0,251,0,12,1,29,192,62,828,0,101,17,93,103,36,141,868,36,56,28,0,0,0,192,16,0,0,3,12,1,0,0,0,48,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,TRUE
0,70,2,14,18,0,136,61,11,124,1,5,2,3,1,3,1,2,5,0,207,0,25,3,163,2,263,0,11,1,27,125,19,677,1,48,54,10,127,24,39,941,25,71,17,0,0,0,162,13,0,0,3,5,1,0,0,0,49,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,TRUE
0,15,2,7,11,0,70,58,4,51,1,7,2,3,1,3,1,2,5,0,99,0,18,3,155,4,321,0,11,1,22,214,9,905,1,141,7,11,88,42,176,819,27,46,123,0,0,0,91,8,0,0,3,7,1,0,0,0,42,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,TRUE
0,26,2,6,11,0,92,80,2,76,0,12,2,3,1,3,1,2,5,0,148,0,17,3,115,0,230,0,0,4,27,205,47,803,1,92,11,14,87,42,153,825,32,52,26,0,0,0,224,12,0,0,3,12,1,0,0,0,37,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,TRUE
0,29,2,9,13,0,152,129,2,62,0,22,2,4,1,3,1,3,8,0,183,0,24,5,107,2,220,0,12,1,38,189,23,675,1,101,10,66,128,63,165,1020,47,79,31,0,0,0,134,26,0,0,3,22,1,0,0,0,53,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,TRUE
0,22,2,7,12,0,154,108,2,74,0,15,2,5,1,3,1,1,5,0,187,0,17,4,109,3,211,0,0,4,26,207,23,667,1,89,11,6,90,48,136,929,35,53,13,0,0,0,163,14,0,0,5,15,1,0,0,0,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,TRUE
0,25,2,8,13,0,116,96,2,54,0,16,2,7,1,3,1,3,5,0,146,0,25,4,98,1,211,0,0,4,33,214,22,698,0,92,8,72,103,47,179,938,45,63,49,0,0,0,146,19,0,0,3,16,1,0,0,0,45,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,TRUE
0,34,2,7,11,0,124,83,4,102,0,11,2,3,1,3,1,2,5,0,193,0,18,3,145,0,242,0,11,1,26,168,15,675,1,76,26,13,94,39,96,860,31,53,20,0,0,0,138,12,0,0,3,11,1,0,0,0,42,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,TRUE
0,21,2,6,10,0,105,84,2,72,0,13,2,3,1,3,1,2,5,0,151,0,17,3,126,4,247,0,11,1,27,213,19,773,1,104,12,15,90,44,174,867,33,54,61,0,0,0,162,13,0,0,3,13,1,0,0,0,38,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,TRUE
0,30,12,0,17,0,94,64,11,5,1,4,33,9,1,0,5,0,0,0,112,0,17,1,31,0,94,0,4,0,31,44,5,111,1,19,7,17,91,52,35,620,27,43,3,0,0,0,26,2,0,0,5,4,1,0,0,0,31,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,TRUE
0,25,2,6,11,0,111,86,2,97,0,12,2,3,1,3,1,2,5,0,184,0,17,3,141,16,267,0,0,4,27,179,20,722,1,100,13,14,87,73,107,870,32,52,33,0,0,0,138,12,0,0,3,12,1,0,0,0,37,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,TRUE
0,72,9,2,23,0,161,166,90,80,1,7,0,40,1,41,1,1,1,26,342,2,25,22,78,3,104,1,16,13,90,297,13,275,1,52,26,73,142,83,77,1481,91,27,12,0,0,0,165,42,0,0,20,6,3,0,0,22,67,19,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,267,0,TRUE
